,number,values_0,values_1,values_2,values_3,datetime_start,datetime_complete,duration,params_f_0,params_f_1,params_f_10,params_f_11,params_f_12,params_f_13,params_f_14,params_f_15,params_f_16,params_f_17,params_f_18,params_f_19,params_f_2,params_f_20,params_f_21,params_f_22,params_f_23,params_f_24,params_f_25,params_f_26,params_f_27,params_f_28,params_f_29,params_f_3,params_f_4,params_f_5,params_f_6,params_f_7,params_f_8,params_f_9,params_zscore_range,system_attrs_nsga2:generation,state
3150,3150,-0.4943820224719101,-0.5689655172413793,-0.07458349476946924,10.0,2023-07-07 16:20:49.955313,2023-07-07 16:20:50.008136,0 days 00:00:00.052823,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,1,1,75,62,COMPLETE
3719,3719,-0.4943820224719101,-0.5818965517241379,-0.0875145292522278,6.0,2023-07-07 17:12:21.734778,2023-07-07 17:12:21.789594,0 days 00:00:00.054816,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,75,74,COMPLETE
3224,3224,-0.4943820224719101,-0.5474137931034483,-0.05303177063153819,3.0,2023-07-07 16:27:02.179142,2023-07-07 16:27:02.234955,0 days 00:00:00.055813,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,75,64,COMPLETE
561,561,-0.4943820224719101,-0.5344827586206896,-0.040100736148779514,7.0,2023-07-07 14:40:11.955743,2023-07-07 14:40:11.983649,0 days 00:00:00.027906,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,75,11,COMPLETE
3085,3085,-0.4943820224719101,-0.5732758620689655,-0.07889383959705543,11.0,2023-07-07 16:15:29.582080,2023-07-07 16:15:29.637893,0 days 00:00:00.055813,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,75,61,COMPLETE
2498,2498,-0.4943820224719101,-0.5431034482758621,-0.048721425803952,11.0,2023-07-07 15:31:47.970230,2023-07-07 15:31:48.021059,0 days 00:00:00.050829,0,1,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,0,75,49,COMPLETE
5643,5643,-0.49423076923076925,-0.5732758620689655,-0.07904509283819627,4.0,2023-07-07 21:04:31.108962,2023-07-07 21:04:31.165772,0 days 00:00:00.056810,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,78,112,COMPLETE
2769,2769,-0.49423076923076925,-0.5948275862068966,-0.10059681697612732,8.0,2023-07-07 15:50:50.386905,2023-07-07 15:50:50.438731,0 days 00:00:00.051826,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,78,55,COMPLETE
3609,3609,-0.49423076923076925,-0.603448275862069,-0.1092175066312997,7.0,2023-07-07 17:01:43.267641,2023-07-07 17:01:43.319467,0 days 00:00:00.051826,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,78,72,COMPLETE
3599,3599,-0.49423076923076925,-0.603448275862069,-0.1092175066312997,7.0,2023-07-07 17:00:46.051786,2023-07-07 17:00:46.104609,0 days 00:00:00.052823,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,78,71,COMPLETE
2703,2703,-0.49423076923076925,-0.5948275862068966,-0.10059681697612732,8.0,2023-07-07 15:46:01.007863,2023-07-07 15:46:01.059690,0 days 00:00:00.051827,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,78,54,COMPLETE
3331,3331,-0.49423076923076925,-0.603448275862069,-0.1092175066312997,7.0,2023-07-07 16:36:15.709026,2023-07-07 16:36:15.761849,0 days 00:00:00.052823,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,78,66,COMPLETE
2478,2478,-0.49423076923076925,-0.5646551724137931,-0.0704244031830239,6.0,2023-07-07 15:30:28.617661,2023-07-07 15:30:28.671480,0 days 00:00:00.053819,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,78,49,COMPLETE
2496,2496,-0.49423076923076925,-0.5646551724137931,-0.0704244031830239,7.0,2023-07-07 15:31:39.965007,2023-07-07 15:31:40.015836,0 days 00:00:00.050829,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,78,49,COMPLETE
1820,1820,-0.49423076923076925,-0.5474137931034483,-0.053183023872679036,6.0,2023-07-07 15:01:51.063171,2023-07-07 15:01:51.089083,0 days 00:00:00.025912,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,78,36,COMPLETE
5116,5116,-0.49421487603305786,-0.5689655172413793,-0.07475064120832148,10.0,2023-07-07 19:51:31.630435,2023-07-07 19:51:31.687644,0 days 00:00:00.057209,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,62,102,COMPLETE
1734,1734,-0.49421487603305786,-0.5560344827586207,-0.0618196067255628,5.0,2023-07-07 14:59:43.750275,2023-07-07 14:59:43.777185,0 days 00:00:00.026910,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,62,34,COMPLETE
3504,3504,-0.49421487603305786,-0.5991379310344828,-0.1049230550014249,14.0,2023-07-07 16:51:51.041507,2023-07-07 16:51:51.096324,0 days 00:00:00.054817,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,62,70,COMPLETE
1441,1441,-0.49421487603305786,-0.5387931034482759,-0.04457822741521805,2.0,2023-07-07 14:53:02.399215,2023-07-07 14:53:02.427122,0 days 00:00:00.027907,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,62,28,COMPLETE
1326,1326,-0.49421487603305786,-0.5862068965517241,-0.09199202051866623,8.0,2023-07-07 14:50:33.105207,2023-07-07 14:50:33.127354,0 days 00:00:00.022147,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,62,26,COMPLETE
140,140,-0.4940021810250818,-0.5560344827586207,-0.06203230173353885,15.0,2023-07-07 14:37:58.266239,2023-07-07 14:37:58.294675,0 days 00:00:00.028436,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,1,0,0,1,0,12,2,COMPLETE
2998,2998,-0.494,-0.5905172413793104,-0.09651724137931039,8.0,2023-07-07 16:08:26.379256,2023-07-07 16:08:26.435069,0 days 00:00:00.055813,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,82,59,COMPLETE
4145,4145,-0.494,-0.5732758620689655,-0.07927586206896553,6.0,2023-07-07 17:55:42.195968,2023-07-07 17:55:42.245802,0 days 00:00:00.049834,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,82,82,COMPLETE
1276,1276,-0.494,-0.5344827586206896,-0.04048275862068962,10.0,2023-07-07 14:49:36.325625,2023-07-07 14:49:36.355525,0 days 00:00:00.029900,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,1,0,0,82,25,COMPLETE
5155,5155,-0.494,-0.5689655172413793,-0.07496551724137934,6.0,2023-07-07 19:56:41.179718,2023-07-07 19:56:41.233538,0 days 00:00:00.053820,0,0,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,102,COMPLETE
1055,1055,-0.494,-0.5603448275862069,-0.06634482758620686,7.0,2023-07-07 14:45:55.384463,2023-07-07 14:45:55.412369,0 days 00:00:00.027906,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,82,21,COMPLETE
5335,5335,-0.494,-0.5732758620689655,-0.07927586206896553,5.0,2023-07-07 20:21:00.985356,2023-07-07 20:21:01.039177,0 days 00:00:00.053821,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,82,106,COMPLETE
2794,2794,-0.494,-0.5344827586206896,-0.04048275862068962,4.0,2023-07-07 15:52:41.853206,2023-07-07 15:52:41.905032,0 days 00:00:00.051826,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,82,55,COMPLETE
2593,2593,-0.494,-0.5344827586206896,-0.04048275862068962,7.0,2023-07-07 15:38:14.184365,2023-07-07 15:38:14.236191,0 days 00:00:00.051826,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,82,51,COMPLETE
4408,4408,-0.494,-0.6077586206896551,-0.11375862068965514,8.0,2023-07-07 18:24:36.326791,2023-07-07 18:24:36.380611,0 days 00:00:00.053820,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,82,88,COMPLETE
2201,2201,-0.494,-0.5086206896551724,-0.01462068965517238,2.0,2023-07-07 15:13:16.375593,2023-07-07 15:13:16.426424,0 days 00:00:00.050831,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,43,COMPLETE
1346,1346,-0.49333333333333335,-0.5775862068965517,-0.08425287356321837,9.0,2023-07-07 14:50:56.206725,2023-07-07 14:50:56.234816,0 days 00:00:00.028091,0,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,93,26,COMPLETE
5378,5378,-0.49333333333333335,-0.5517241379310345,-0.05839080459770113,5.0,2023-07-07 20:26:56.295966,2023-07-07 20:26:56.352776,0 days 00:00:00.056810,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,93,107,COMPLETE
715,715,-0.49324324324324326,-0.5560344827586207,-0.0627912395153774,10.0,2023-07-07 14:41:37.838544,2023-07-07 14:41:37.880117,0 days 00:00:00.041573,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,0,0,0,1,0,0,64,14,COMPLETE
660,660,-0.49324324324324326,-0.5775862068965517,-0.08434296365330846,10.0,2023-07-07 14:41:05.140780,2023-07-07 14:41:05.169233,0 days 00:00:00.028453,0,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,64,13,COMPLETE
5064,5064,-0.49321266968325794,-0.5862068965517241,-0.09299422686846615,8.0,2023-07-07 19:44:41.165101,2023-07-07 19:44:41.219935,0 days 00:00:00.054834,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,95,101,COMPLETE
5360,5360,-0.49321266968325794,-0.5560344827586207,-0.06282181307536272,5.0,2023-07-07 20:24:26.946965,2023-07-07 20:24:26.998791,0 days 00:00:00.051826,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,95,106,COMPLETE
665,665,-0.4930939226519337,-0.5431034482758621,-0.05000952562392841,11.0,2023-07-07 14:41:08.097408,2023-07-07 14:41:08.119219,0 days 00:00:00.021811,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,1,0,43,13,COMPLETE
2429,2429,-0.4927797833935018,-0.5689655172413793,-0.07618573384787752,13.0,2023-07-07 15:27:16.607060,2023-07-07 15:27:16.657890,0 days 00:00:00.050830,0,0,1,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,0,71,48,COMPLETE
2024,2024,-0.4925619834710744,-0.5646551724137931,-0.07209318894271877,7.0,2023-07-07 15:07:17.690252,2023-07-07 15:07:17.715168,0 days 00:00:00.024916,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,62,40,COMPLETE
1219,1219,-0.4925619834710744,-0.5517241379310345,-0.05916215445996009,10.0,2023-07-07 14:48:34.825240,2023-07-07 14:48:34.853147,0 days 00:00:00.027907,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,62,24,COMPLETE
2524,2524,-0.49250936329588013,-0.5775862068965517,-0.08507684360067158,9.0,2023-07-07 15:33:32.035138,2023-07-07 15:33:32.084971,0 days 00:00:00.049833,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,75,50,COMPLETE
4811,4811,-0.49250936329588013,-0.5818965517241379,-0.08938718842825777,5.0,2023-07-07 19:12:26.089257,2023-07-07 19:12:26.144074,0 days 00:00:00.054817,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,75,96,COMPLETE
3118,3118,-0.49250936329588013,-0.5474137931034483,-0.054904429807568156,6.0,2023-07-07 16:18:11.439755,2023-07-07 16:18:11.491580,0 days 00:00:00.051825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,0,75,62,COMPLETE
2022,2022,-0.49250936329588013,-0.5431034482758621,-0.05059408497998197,12.0,2023-07-07 15:07:14.305573,2023-07-07 15:07:14.332483,0 days 00:00:00.026910,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,75,40,COMPLETE
4447,4447,-0.49250936329588013,-0.5474137931034483,-0.054904429807568156,5.0,2023-07-07 18:29:02.068979,2023-07-07 18:29:02.120804,0 days 00:00:00.051825,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,75,88,COMPLETE
939,939,-0.49250936329588013,-0.5775862068965517,-0.08507684360067158,6.0,2023-07-07 14:44:16.879787,2023-07-07 14:44:16.902060,0 days 00:00:00.022273,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,75,18,COMPLETE
5296,5296,-0.49250936329588013,-0.5818965517241379,-0.08938718842825777,6.0,2023-07-07 20:15:41.067652,2023-07-07 20:15:41.120475,0 days 00:00:00.052823,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,75,105,COMPLETE
2120,2120,-0.49250936329588013,-0.5474137931034483,-0.054904429807568156,6.0,2023-07-07 15:10:03.253083,2023-07-07 15:10:03.278997,0 days 00:00:00.025914,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,75,42,COMPLETE
4149,4149,-0.49230769230769234,-0.5517241379310345,-0.05941644562334214,3.0,2023-07-07 17:56:07.821297,2023-07-07 17:56:07.877111,0 days 00:00:00.055814,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,78,82,COMPLETE
108,108,-0.49230769230769234,-0.5905172413793104,-0.09820954907161805,13.0,2023-07-07 14:37:54.053570,2023-07-07 14:37:54.080138,0 days 00:00:00.026568,0,0,0,1,0,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,1,0,0,0,1,0,78,2,COMPLETE
4187,4187,-0.49230769230769234,-0.5603448275862069,-0.06803713527851452,7.0,2023-07-07 18:00:12.277616,2023-07-07 18:00:12.330439,0 days 00:00:00.052823,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,78,83,COMPLETE
4693,4693,-0.49230769230769234,-0.5560344827586207,-0.06372679045092833,5.0,2023-07-07 18:57:59.398519,2023-07-07 18:57:59.452340,0 days 00:00:00.053821,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,78,93,COMPLETE
1903,1903,-0.49230769230769234,-0.5301724137931034,-0.03786472148541109,5.0,2023-07-07 15:03:59.662358,2023-07-07 15:03:59.688272,0 days 00:00:00.025914,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,78,38,COMPLETE
2625,2625,-0.49230769230769234,-0.5991379310344828,-0.10683023872679043,12.0,2023-07-07 15:40:28.071519,2023-07-07 15:40:28.124342,0 days 00:00:00.052823,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,78,52,COMPLETE
4426,4426,-0.49230769230769234,-0.5775862068965517,-0.08527851458885938,8.0,2023-07-07 18:26:38.803956,2023-07-07 18:26:38.856780,0 days 00:00:00.052824,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,78,88,COMPLETE
2335,2335,-0.49230769230769234,-0.5732758620689655,-0.08096816976127319,8.0,2023-07-07 15:21:19.616177,2023-07-07 15:21:19.665013,0 days 00:00:00.048836,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,78,46,COMPLETE
3483,3483,-0.49230769230769234,-0.5387931034482759,-0.04648541114058358,7.0,2023-07-07 16:49:54.836520,2023-07-07 16:49:54.889344,0 days 00:00:00.052824,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,78,69,COMPLETE
989,989,-0.49230769230769234,-0.5344827586206896,-0.04217506631299728,11.0,2023-07-07 14:44:57.894918,2023-07-07 14:44:57.925446,0 days 00:00:00.030528,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,78,19,COMPLETE
2892,2892,-0.49230769230769234,-0.5474137931034483,-0.05510610079575595,10.0,2023-07-07 16:00:07.195189,2023-07-07 16:00:07.249008,0 days 00:00:00.053819,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1,78,57,COMPLETE
4494,4494,-0.492091388400703,-0.5646551724137931,-0.07256378401309016,3.0,2023-07-07 18:34:26.767292,2023-07-07 18:34:26.821099,0 days 00:00:00.053807,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,68,89,COMPLETE
1931,1931,-0.492,-0.5387931034482759,-0.04679310344827592,2.0,2023-07-07 15:04:44.362141,2023-07-07 15:04:44.389052,0 days 00:00:00.026911,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,38,COMPLETE
3052,3052,-0.492,-0.6077586206896551,-0.11575862068965515,14.0,2023-07-07 16:12:47.221549,2023-07-07 16:12:47.276155,0 days 00:00:00.054606,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1,1,82,60,COMPLETE
2124,2124,-0.492,-0.5387931034482759,-0.04679310344827592,2.0,2023-07-07 15:10:10.334397,2023-07-07 15:10:10.360310,0 days 00:00:00.025913,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,42,COMPLETE
2177,2177,-0.492,-0.5517241379310345,-0.05972413793103448,6.0,2023-07-07 15:11:53.007422,2023-07-07 15:11:53.055262,0 days 00:00:00.047840,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,82,43,COMPLETE
2563,2563,-0.492,-0.5560344827586207,-0.06403448275862067,4.0,2023-07-07 15:36:10.340616,2023-07-07 15:36:10.396430,0 days 00:00:00.055814,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,82,51,COMPLETE
1751,1751,-0.492,-0.521551724137931,-0.029551724137931057,3.0,2023-07-07 15:00:08.367839,2023-07-07 15:00:08.414682,0 days 00:00:00.046843,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,82,35,COMPLETE
3960,3960,-0.492,-0.5603448275862069,-0.06834482758620686,6.0,2023-07-07 17:36:23.859573,2023-07-07 17:36:23.909562,0 days 00:00:00.049989,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,82,79,COMPLETE
5255,5255,-0.492,-0.5732758620689655,-0.08127586206896553,7.0,2023-07-07 20:10:06.880761,2023-07-07 20:10:06.935576,0 days 00:00:00.054815,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,82,104,COMPLETE
1944,1944,-0.492,-0.5862068965517241,-0.0942068965517241,7.0,2023-07-07 15:05:05.384929,2023-07-07 15:05:05.411839,0 days 00:00:00.026910,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,82,38,COMPLETE
5513,5513,-0.492,-0.603448275862069,-0.11144827586206896,15.0,2023-07-07 20:45:49.337015,2023-07-07 20:45:49.424722,0 days 00:00:00.087707,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,1,82,110,COMPLETE
3744,3744,-0.492,-0.5689655172413793,-0.07696551724137934,3.0,2023-07-07 17:14:49.679308,2023-07-07 17:14:49.730138,0 days 00:00:00.050830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,82,74,COMPLETE
4167,4167,-0.492,-0.5689655172413793,-0.07696551724137934,3.0,2023-07-07 17:58:03.457331,2023-07-07 17:58:03.508161,0 days 00:00:00.050830,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,82,83,COMPLETE
3665,3665,-0.492,-0.4956896551724138,-0.0036896551724138194,3.0,2023-07-07 17:07:06.110223,2023-07-07 17:07:06.162050,0 days 00:00:00.051827,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,82,73,COMPLETE
1530,1530,-0.492,-0.5517241379310345,-0.05972413793103448,3.0,2023-07-07 14:54:59.339655,2023-07-07 14:54:59.367561,0 days 00:00:00.027906,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,82,30,COMPLETE
1968,1968,-0.492,-0.5387931034482759,-0.04679310344827592,2.0,2023-07-07 15:05:44.548761,2023-07-07 15:05:44.574673,0 days 00:00:00.025912,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,82,39,COMPLETE
2368,2368,-0.492,-0.5387931034482759,-0.04679310344827592,2.0,2023-07-07 15:23:23.580521,2023-07-07 15:23:23.631352,0 days 00:00:00.050831,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,47,COMPLETE
1224,1224,-0.492,-0.5387931034482759,-0.04679310344827592,3.0,2023-07-07 14:48:40.170336,2023-07-07 14:48:40.198333,0 days 00:00:00.027997,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,82,24,COMPLETE
2405,2405,-0.492,-0.5775862068965517,-0.08558620689655172,8.0,2023-07-07 15:25:44.237032,2023-07-07 15:25:44.287862,0 days 00:00:00.050830,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,82,48,COMPLETE
5661,5661,-0.49183673469387756,-0.5689655172413793,-0.07712878254750177,14.0,2023-07-07 21:07:08.851643,2023-07-07 21:07:08.904572,0 days 00:00:00.052929,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,1,1,0,84,112,COMPLETE
5279,5279,-0.49183673469387756,-0.5431034482758621,-0.051266713581984535,7.0,2023-07-07 20:13:22.407960,2023-07-07 20:13:22.460783,0 days 00:00:00.052823,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,84,105,COMPLETE
5303,5303,-0.4916013437849944,-0.5387931034482759,-0.047191759663281485,4.0,2023-07-07 20:16:38.233903,2023-07-07 20:16:38.286726,0 days 00:00:00.052823,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,15,105,COMPLETE
272,272,-0.49148936170212765,-0.5862068965517241,-0.09471753484959644,10.0,2023-07-07 14:38:24.361293,2023-07-07 14:38:24.391193,0 days 00:00:00.029900,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,88,5,COMPLETE
5601,5601,-0.49095022624434387,-0.6120689655172413,-0.12111873927289746,5.0,2023-07-07 20:58:24.691142,2023-07-07 20:58:24.744146,0 days 00:00:00.053004,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,95,111,COMPLETE
5130,5130,-0.49095022624434387,-0.5818965517241379,-0.09094632547979403,8.0,2023-07-07 19:53:22.220241,2023-07-07 19:53:22.275058,0 days 00:00:00.054817,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,95,102,COMPLETE
5629,5629,-0.49095022624434387,-0.6120689655172413,-0.12111873927289746,5.0,2023-07-07 21:02:28.466325,2023-07-07 21:02:28.518151,0 days 00:00:00.051826,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,95,112,COMPLETE
5644,5644,-0.49095022624434387,-0.6120689655172413,-0.12111873927289746,5.0,2023-07-07 21:04:39.976074,2023-07-07 21:04:40.031887,0 days 00:00:00.055813,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,95,112,COMPLETE
5076,5076,-0.49095022624434387,-0.5689655172413793,-0.07801529099703547,5.0,2023-07-07 19:46:15.352770,2023-07-07 19:46:15.408583,0 days 00:00:00.055813,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,95,101,COMPLETE
5711,5711,-0.49095022624434387,-0.5431034482758621,-0.05215322203151823,2.0,2023-07-07 21:13:07.210670,2023-07-07 21:13:07.260062,0 days 00:00:00.049392,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,95,113,COMPLETE
