,number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_df_entry,params_t,params_t_exit,system_attrs_nsga2:generation,state
1924,1924,-1.2125111517572666,-0.5221727758910099,-51234.0,2023-06-07 14:55:59.478758,2023-06-07 14:55:59.858177,0 days 00:00:00.379419,29,30,29,38,COMPLETE
2084,2084,-1.2118098304933995,-0.5244130812094637,-43788.0,2023-06-07 14:59:20.641569,2023-06-07 14:59:21.026473,0 days 00:00:00.384904,34,30,30,41,COMPLETE
2038,2038,-1.2116615971547664,-0.5239294218682906,-51234.0,2023-06-07 14:58:24.554960,2023-06-07 14:58:25.007671,0 days 00:00:00.452711,29,30,30,40,COMPLETE
870,870,-1.2114760581822648,-0.5125307413046024,-51234.0,2023-06-07 14:39:16.097191,2023-06-07 14:39:16.546774,0 days 00:00:00.449583,29,30,23,17,COMPLETE
1719,1719,-1.2106105794577111,-0.4575619243916423,-137789.0,2023-06-07 14:52:06.244229,2023-06-07 14:52:06.696700,0 days 00:00:00.452471,1,24,3,34,COMPLETE
1325,1325,-1.2106105794577111,-0.4575619243916423,-137789.0,2023-06-07 14:45:34.709037,2023-06-07 14:45:35.125531,0 days 00:00:00.416494,1,24,3,26,COMPLETE
1436,1436,-1.2106105794577111,-0.4575619243916423,-137789.0,2023-06-07 14:47:14.296540,2023-06-07 14:47:14.701131,0 days 00:00:00.404591,1,24,3,28,COMPLETE
3016,3016,-1.2099513476661419,-0.5104783295582161,-52537.0,2023-06-07 15:21:04.320807,2023-06-07 15:21:04.752779,0 days 00:00:00.431972,28,30,22,60,COMPLETE
1617,1617,-1.208205340229397,-0.5172697368421053,-6080.0,2023-06-07 14:50:24.167439,2023-06-07 14:50:24.663404,0 days 00:00:00.495965,48,6,6,32,COMPLETE
2605,2605,-1.2064383224482658,-0.5253475061324612,-2446.0,2023-06-07 15:10:50.311294,2023-06-07 15:10:50.732354,0 days 00:00:00.421060,48,3,9,52,COMPLETE
2665,2665,-1.206371244262011,-0.5251640604035032,-40991.0,2023-06-07 15:12:10.319066,2023-06-07 15:12:10.720882,0 days 00:00:00.401816,35,29,30,53,COMPLETE
2622,2622,-1.206371244262011,-0.5251640604035032,-40991.0,2023-06-07 15:11:13.178250,2023-06-07 15:11:13.594472,0 days 00:00:00.416222,35,29,30,52,COMPLETE
311,311,-1.205926687627,-0.5178688096171437,-30612.0,2023-06-07 14:33:52.463514,2023-06-07 14:33:52.781453,0 days 00:00:00.317939,47,30,27,6,COMPLETE
2709,2709,-1.2055855719949218,-0.4684966838614591,-16284.0,2023-06-07 15:13:12.053936,2023-06-07 15:13:12.567656,0 days 00:00:00.513720,36,9,2,54,COMPLETE
3306,3306,-1.2049601890520776,-0.46880586342509833,-33564.0,2023-06-07 15:29:02.821498,2023-06-07 15:29:03.231607,0 days 00:00:00.410109,43,30,3,66,COMPLETE
195,195,-1.2044036574663657,-0.5133025895707698,-31009.0,2023-06-07 14:33:04.578248,2023-06-07 14:33:04.894911,0 days 00:00:00.316663,43,27,23,3,COMPLETE
2906,2906,-1.2029111861201127,-0.46935079409306213,-28712.0,2023-06-07 15:18:10.623203,2023-06-07 15:18:11.142332,0 days 00:00:00.519129,46,27,3,58,COMPLETE
2733,2733,-1.201063244774459,-0.4574951450898042,-107623.0,2023-06-07 15:13:47.604275,2023-06-07 15:13:48.014175,0 days 00:00:00.409900,5,18,3,54,COMPLETE
3051,3051,-1.1988499117912352,-0.5186852769022963,-2221.0,2023-06-07 15:22:02.866807,2023-06-07 15:22:03.257478,0 days 00:00:00.390671,67,5,7,61,COMPLETE
3078,3078,-1.1988499117912352,-0.5186852769022963,-2221.0,2023-06-07 15:22:48.787617,2023-06-07 15:22:49.202462,0 days 00:00:00.414845,67,5,7,61,COMPLETE
1136,1136,-1.1982127188179066,-0.5214066234209628,-29290.0,2023-06-07 14:42:44.474962,2023-06-07 14:42:44.851245,0 days 00:00:00.376283,48,30,30,22,COMPLETE
597,597,-1.1976623269128406,-0.4644186308785384,-79803.0,2023-06-07 14:36:13.622172,2023-06-07 14:36:13.965789,0 days 00:00:00.343617,14,25,3,11,COMPLETE
1947,1947,-1.1975739143983235,-0.4782697482221795,-83248.0,2023-06-07 14:56:29.810370,2023-06-07 14:56:30.255032,0 days 00:00:00.444662,3,2,4,38,COMPLETE
1459,1459,-1.1975739143983235,-0.4782697482221795,-83248.0,2023-06-07 14:47:35.342123,2023-06-07 14:47:35.759114,0 days 00:00:00.416991,3,2,4,29,COMPLETE
1334,1334,-1.1975739143983235,-0.4782697482221795,-83248.0,2023-06-07 14:45:44.024703,2023-06-07 14:45:44.452014,0 days 00:00:00.427311,3,2,4,26,COMPLETE
1764,1764,-1.1974145388700599,-0.47319119126311254,-111344.0,2023-06-07 14:52:54.953765,2023-06-07 14:52:55.377966,0 days 00:00:00.424201,7,30,6,35,COMPLETE
3314,3314,-1.1974145388700599,-0.47319119126311254,-111344.0,2023-06-07 15:29:16.012032,2023-06-07 15:29:16.449502,0 days 00:00:00.437470,7,30,6,66,COMPLETE
2097,2097,-1.1966957733000174,-0.5034257587375399,-40429.0,2023-06-07 14:59:35.636511,2023-06-07 14:59:36.055233,0 days 00:00:00.418722,37,30,17,41,COMPLETE
1060,1060,-1.195879819426482,-0.5013187740676267,-37914.0,2023-06-07 14:41:44.550114,2023-06-07 14:41:44.939949,0 days 00:00:00.389835,39,30,16,21,COMPLETE
1031,1031,-1.195879819426482,-0.5013187740676267,-37914.0,2023-06-07 14:41:22.647525,2023-06-07 14:41:23.079930,0 days 00:00:00.432405,39,30,16,20,COMPLETE
93,93,-1.19547012462047,-0.5119969287862307,-31258.0,2023-06-07 14:32:24.172200,2023-06-07 14:32:24.532253,0 days 00:00:00.360053,44,28,23,1,COMPLETE
650,650,-1.1935503982587965,-0.44854719597536197,-31009.0,2023-06-07 14:36:41.971056,2023-06-07 14:36:42.331082,0 days 00:00:00.360026,43,27,1,13,COMPLETE
1849,1849,-1.1924930118866444,-0.4688385269121813,-19768.0,2023-06-07 14:54:29.627618,2023-06-07 14:54:30.190421,0 days 00:00:00.562803,63,30,3,36,COMPLETE
2727,2727,-1.1923065759331868,-0.458958369854666,-119793.0,2023-06-07 15:13:39.411449,2023-06-07 15:13:39.813934,0 days 00:00:00.402485,4,24,3,54,COMPLETE
1903,1903,-1.1920113326276343,-0.48569651741293535,-1608.0,2023-06-07 14:55:34.217481,2023-06-07 14:55:34.662409,0 days 00:00:00.444928,83,6,3,38,COMPLETE
358,358,-1.1920113326276343,-0.48569651741293535,-1608.0,2023-06-07 14:34:12.821289,2023-06-07 14:34:13.151357,0 days 00:00:00.330068,83,6,3,7,COMPLETE
1308,1308,-1.1909723911382242,-0.5337542496357455,-2059.0,2023-06-07 14:45:18.768070,2023-06-07 14:45:19.179070,0 days 00:00:00.411000,29,1,7,26,COMPLETE
1057,1057,-1.1908268175990964,-0.525745476056035,-37191.0,2023-06-07 14:41:42.140080,2023-06-07 14:41:42.550165,0 days 00:00:00.410085,35,25,30,21,COMPLETE
1978,1978,-1.190680121312275,-0.5174576330902301,-56766.0,2023-06-07 14:57:09.740694,2023-06-07 14:57:10.206180,0 days 00:00:00.465486,26,30,26,39,COMPLETE
1769,1769,-1.1906463968759324,-0.46914131428449946,-47037.0,2023-06-07 14:53:01.255208,2023-06-07 14:53:01.807207,0 days 00:00:00.551999,17,10,3,35,COMPLETE
1862,1862,-1.189654185658188,-0.5150167904270917,-21143.0,2023-06-07 14:54:45.860064,2023-06-07 14:54:46.335475,0 days 00:00:00.475411,60,30,29,37,COMPLETE
1461,1461,-1.1895452236354143,-0.48475639054391695,-83248.0,2023-06-07 14:47:37.281425,2023-06-07 14:47:37.673730,0 days 00:00:00.392305,3,2,6,29,COMPLETE
3399,3399,-1.1895452236354143,-0.48475639054391695,-83248.0,2023-06-07 15:31:47.550795,2023-06-07 15:31:47.990866,0 days 00:00:00.440071,3,2,6,67,COMPLETE
2966,2966,-1.1895434105219274,-0.47337832039630223,-25637.0,2023-06-07 15:19:46.653103,2023-06-07 15:19:47.067913,0 days 00:00:00.414810,35,15,3,59,COMPLETE
499,499,-1.1881318073338287,-0.4644350497839998,-86574.0,2023-06-07 14:35:22.021205,2023-06-07 14:35:22.378819,0 days 00:00:00.357614,13,29,3,9,COMPLETE
1789,1789,-1.1861101168583814,-0.5032588588935777,-138392.0,2023-06-07 14:53:23.097783,2023-06-07 14:53:23.567937,0 days 00:00:00.470154,1,29,25,35,COMPLETE
2675,2675,-1.1847959817732787,-0.4713519313304721,-83880.0,2023-06-07 15:12:23.954306,2023-06-07 15:12:24.384306,0 days 00:00:00.430000,14,29,4,53,COMPLETE
2843,2843,-1.1846043040911536,-0.4588690346480715,-55068.0,2023-06-07 15:16:29.833733,2023-06-07 15:16:30.258708,0 days 00:00:00.424975,24,25,2,56,COMPLETE
827,827,-1.184150032028284,-0.47459013656549465,-59898.0,2023-06-07 14:38:42.521289,2023-06-07 14:38:42.981002,0 days 00:00:00.459713,22,25,5,16,COMPLETE
2098,2098,-1.1836650131207525,-0.4870259481037924,-1503.0,2023-06-07 14:59:36.896801,2023-06-07 14:59:37.422800,0 days 00:00:00.525999,85,6,3,41,COMPLETE
1890,1890,-1.1835094555117063,-0.4910025706940874,-2334.0,2023-06-07 14:55:19.087452,2023-06-07 14:55:19.532974,0 days 00:00:00.445522,78,7,4,37,COMPLETE
582,582,-1.1818843808594532,-0.5022522522522522,-1332.0,2023-06-07 14:36:05.526100,2023-06-07 14:36:05.851066,0 days 00:00:00.324966,72,4,4,11,COMPLETE
3272,3272,-1.1808457243640527,-0.45843556285488246,-99857.0,2023-06-07 15:28:04.696340,2023-06-07 15:28:05.071725,0 days 00:00:00.375385,7,17,3,65,COMPLETE
1603,1603,-1.1801734345019816,-0.5224958601980059,-56766.0,2023-06-07 14:50:03.578093,2023-06-07 14:50:04.075704,0 days 00:00:00.497611,26,30,29,32,COMPLETE
1677,1677,-1.1801734345019816,-0.5224958601980059,-56766.0,2023-06-07 14:51:24.478217,2023-06-07 14:51:24.879576,0 days 00:00:00.401359,26,30,29,33,COMPLETE
1691,1691,-1.1793516767717744,-0.5242927104252546,-56766.0,2023-06-07 14:51:38.145257,2023-06-07 14:51:38.548069,0 days 00:00:00.402812,26,30,30,33,COMPLETE
1728,1728,-1.1793516767717744,-0.5242927104252546,-56766.0,2023-06-07 14:52:16.112801,2023-06-07 14:52:16.527944,0 days 00:00:00.415143,26,30,30,34,COMPLETE
1540,1540,-1.1793516767717744,-0.5242927104252546,-56766.0,2023-06-07 14:48:53.768669,2023-06-07 14:48:54.145372,0 days 00:00:00.376703,26,30,30,30,COMPLETE
1931,1931,-1.1793516767717744,-0.5242927104252546,-56766.0,2023-06-07 14:56:07.450457,2023-06-07 14:56:08.104319,0 days 00:00:00.653862,26,30,30,38,COMPLETE
1315,1315,-1.1793516767717744,-0.5242927104252546,-56766.0,2023-06-07 14:45:25.239377,2023-06-07 14:45:25.783105,0 days 00:00:00.543728,26,30,30,26,COMPLETE
2577,2577,-1.1793516767717744,-0.5242927104252546,-56766.0,2023-06-07 15:10:13.366132,2023-06-07 15:10:13.784706,0 days 00:00:00.418574,26,30,30,51,COMPLETE
1449,1449,-1.1793516767717744,-0.5242927104252546,-56766.0,2023-06-07 14:47:26.289081,2023-06-07 14:47:26.705058,0 days 00:00:00.415977,26,30,30,28,COMPLETE
1119,1119,-1.1793516767717744,-0.5242927104252546,-56766.0,2023-06-07 14:42:31.270045,2023-06-07 14:42:31.629790,0 days 00:00:00.359745,26,30,30,22,COMPLETE
2437,2437,-1.1793516767717744,-0.5242927104252546,-56766.0,2023-06-07 15:07:10.285275,2023-06-07 15:07:10.715443,0 days 00:00:00.430168,26,30,30,48,COMPLETE
2198,2198,-1.1782010223245665,-0.5141810238523059,-56766.0,2023-06-07 15:01:46.086692,2023-06-07 15:01:46.561139,0 days 00:00:00.474447,26,30,25,43,COMPLETE
1417,1417,-1.1777354005545606,-0.462230592174095,-90801.0,2023-06-07 14:46:57.651626,2023-06-07 14:46:58.069126,0 days 00:00:00.417500,10,24,3,28,COMPLETE
2363,2363,-1.1777354005545606,-0.462230592174095,-90801.0,2023-06-07 15:05:37.485663,2023-06-07 15:05:37.925387,0 days 00:00:00.439724,10,24,3,47,COMPLETE
1045,1045,-1.1758141358916068,-0.4566012992162006,-65578.0,2023-06-07 14:41:33.208643,2023-06-07 14:41:33.576146,0 days 00:00:00.367503,17,20,2,20,COMPLETE
524,524,-1.1747827168091114,-0.49340414596539317,-35022.0,2023-06-07 14:35:35.561001,2023-06-07 14:35:35.901093,0 days 00:00:00.340092,41,29,12,10,COMPLETE
859,859,-1.1746239024049074,-0.5230297652657901,-37191.0,2023-06-07 14:39:07.422349,2023-06-07 14:39:07.851919,0 days 00:00:00.429570,35,25,29,17,COMPLETE
2672,2672,-1.1738516506433496,-0.5000522702721539,-28697.0,2023-06-07 15:12:19.822290,2023-06-07 15:12:20.204099,0 days 00:00:00.381809,49,30,17,53,COMPLETE
1360,1360,-1.173783323828254,-0.46229148719555174,-89383.0,2023-06-07 14:46:06.919302,2023-06-07 14:46:07.326348,0 days 00:00:00.407046,11,24,3,27,COMPLETE
2180,2180,-1.173064082762984,-0.5121038453889682,-55313.0,2023-06-07 15:01:22.286195,2023-06-07 15:01:22.769125,0 days 00:00:00.482930,27,30,23,43,COMPLETE
2250,2250,-1.1726905050908962,-0.4657541486100835,-56766.0,2023-06-07 15:03:02.089286,2023-06-07 15:03:02.707682,0 days 00:00:00.618396,26,30,3,45,COMPLETE
2096,2096,-1.1726905050908962,-0.4657541486100835,-56766.0,2023-06-07 14:59:34.542827,2023-06-07 14:59:34.966712,0 days 00:00:00.423885,26,30,3,41,COMPLETE
2850,2850,-1.1702945691519746,-0.5183924308073216,-22618.0,2023-06-07 15:16:40.353669,2023-06-07 15:16:40.811989,0 days 00:00:00.458320,55,28,30,57,COMPLETE
2900,2900,-1.1700656285778168,-0.5034656857441667,-138645.0,2023-06-07 15:18:00.382104,2023-06-07 15:18:00.873252,0 days 00:00:00.491148,1,30,25,58,COMPLETE
1910,1910,-1.1692239447025041,-0.47179004206693037,-79635.0,2023-06-07 14:55:42.797401,2023-06-07 14:55:43.289912,0 days 00:00:00.492511,15,29,4,38,COMPLETE
2997,2997,-1.1681914128017148,-0.44942197691116653,-124649.0,2023-06-07 15:20:34.092429,2023-06-07 15:20:34.502752,0 days 00:00:00.410323,3,24,2,59,COMPLETE
2618,2618,-1.1681914128017148,-0.44942197691116653,-124649.0,2023-06-07 15:11:07.819463,2023-06-07 15:11:08.244488,0 days 00:00:00.425025,3,24,2,52,COMPLETE
209,209,-1.1680576693225313,-0.5056377366297714,-38668.0,2023-06-07 14:33:10.211656,2023-06-07 14:33:10.546607,0 days 00:00:00.334951,37,28,18,4,COMPLETE
2729,2729,-1.1675417626098221,-0.5040806887187981,-134046.0,2023-06-07 15:13:41.893957,2023-06-07 15:13:42.363998,0 days 00:00:00.470041,2,30,25,54,COMPLETE
3301,3301,-1.166971676539698,-0.5480225988700564,-708.0,2023-06-07 15:28:54.516343,2023-06-07 15:28:54.911353,0 days 00:00:00.395010,63,2,8,66,COMPLETE
3341,3341,-1.166971676539698,-0.5480225988700564,-708.0,2023-06-07 15:30:07.997590,2023-06-07 15:30:08.457941,0 days 00:00:00.460351,63,2,8,66,COMPLETE
2911,2911,-1.166971676539698,-0.5480225988700564,-708.0,2023-06-07 15:18:18.638221,2023-06-07 15:18:19.059652,0 days 00:00:00.421431,63,2,8,58,COMPLETE
2960,2960,-1.166971676539698,-0.5480225988700564,-708.0,2023-06-07 15:19:37.483100,2023-06-07 15:19:37.881955,0 days 00:00:00.398855,63,2,8,59,COMPLETE
2133,2133,-1.1662057340685708,-0.501193696130405,-138645.0,2023-06-07 15:00:21.633088,2023-06-07 15:00:22.184821,0 days 00:00:00.551733,1,30,23,42,COMPLETE
1018,1018,-1.166026453669907,-0.5032899154021754,-134046.0,2023-06-07 14:41:12.863181,2023-06-07 14:41:13.302473,0 days 00:00:00.439292,2,30,24,20,COMPLETE
933,933,-1.1659779536058865,-0.5054260842409337,-51234.0,2023-06-07 14:40:05.018243,2023-06-07 14:40:05.473729,0 days 00:00:00.455486,29,30,18,18,COMPLETE
820,820,-1.165551030359458,-0.5119790015149913,-56766.0,2023-06-07 14:38:37.890793,2023-06-07 14:38:38.280538,0 days 00:00:00.389745,26,30,23,16,COMPLETE
2768,2768,-1.1643906770372636,-0.5038113743367462,-133810.0,2023-06-07 15:14:40.109795,2023-06-07 15:14:40.594236,0 days 00:00:00.484441,2,29,25,55,COMPLETE
1552,1552,-1.1636544250413303,-0.5033342468256143,-43788.0,2023-06-07 14:49:05.318645,2023-06-07 14:49:05.713739,0 days 00:00:00.395094,34,30,17,31,COMPLETE
1105,1105,-1.162406401157779,-0.5005147486683675,-134046.0,2023-06-07 14:42:20.272586,2023-06-07 14:42:20.714541,0 days 00:00:00.441955,2,30,22,22,COMPLETE
1304,1304,-1.162406401157779,-0.5005147486683675,-134046.0,2023-06-07 14:45:15.176356,2023-06-07 14:45:15.613360,0 days 00:00:00.437004,2,30,22,26,COMPLETE
2343,2343,-1.161139330227818,-0.5170204063082307,-22003.0,2023-06-07 15:05:11.955713,2023-06-07 15:05:12.415845,0 days 00:00:00.460132,59,30,30,46,COMPLETE
266,266,-1.1607639734019268,-0.51741558096251,-26327.0,2023-06-07 14:33:33.331379,2023-06-07 14:33:33.651396,0 days 00:00:00.320017,49,27,27,5,COMPLETE
229,229,-1.1607639734019268,-0.51741558096251,-26327.0,2023-06-07 14:33:18.161604,2023-06-07 14:33:18.481820,0 days 00:00:00.320216,49,27,27,4,COMPLETE
129,129,-1.1607639734019268,-0.51741558096251,-26327.0,2023-06-07 14:32:38.475429,2023-06-07 14:32:38.796755,0 days 00:00:00.321326,49,27,27,2,COMPLETE
1340,1340,-1.160395426763977,-0.446612536438699,-131042.0,2023-06-07 14:45:49.789103,2023-06-07 14:45:50.225667,0 days 00:00:00.436564,2,19,2,26,COMPLETE
3195,3195,-1.1589968208650028,-0.5183140778776208,-23370.0,2023-06-07 15:25:51.046859,2023-06-07 15:25:51.432963,0 days 00:00:00.386104,57,30,30,63,COMPLETE
3410,3410,-1.1588461291302874,-0.4450920245398773,-13040.0,2023-06-07 15:32:05.459766,2023-06-07 15:32:05.902379,0 days 00:00:00.442613,25,4,1,68,COMPLETE
1598,1598,-1.1570754524521336,-0.5022935779816514,-1744.0,2023-06-07 14:49:57.132270,2023-06-07 14:49:57.634334,0 days 00:00:00.502064,80,6,5,31,COMPLETE
421,421,-1.1567587274456261,-0.5240419994615454,-55715.0,2023-06-07 14:34:42.015714,2023-06-07 14:34:42.351099,0 days 00:00:00.335385,26,29,30,8,COMPLETE
541,541,-1.1567587274456261,-0.5240419994615454,-55715.0,2023-06-07 14:35:43.976631,2023-06-07 14:35:44.357630,0 days 00:00:00.380999,26,29,30,10,COMPLETE
613,613,-1.1567587274456261,-0.5240419994615454,-55715.0,2023-06-07 14:36:21.990712,2023-06-07 14:36:22.335986,0 days 00:00:00.345274,26,29,30,12,COMPLETE
589,589,-1.1567587274456261,-0.5240419994615454,-55715.0,2023-06-07 14:36:09.210830,2023-06-07 14:36:09.531267,0 days 00:00:00.320437,26,29,30,11,COMPLETE
180,180,-1.1567587274456261,-0.5240419994615454,-55715.0,2023-06-07 14:32:58.681518,2023-06-07 14:32:59.011398,0 days 00:00:00.329880,26,29,30,3,COMPLETE
2344,2344,-1.1558138456058578,-0.46790997296007636,-25148.0,2023-06-07 15:05:13.228781,2023-06-07 15:05:13.815778,0 days 00:00:00.586997,50,27,3,46,COMPLETE
3151,3151,-1.155436658235392,-0.5125177721456389,-16177.0,2023-06-07 15:24:40.997041,2023-06-07 15:24:41.382019,0 days 00:00:00.384978,71,30,29,63,COMPLETE
2796,2796,-1.1548828929649648,-0.5148288564437633,-37191.0,2023-06-07 15:15:21.853927,2023-06-07 15:15:22.324042,0 days 00:00:00.470115,35,25,24,55,COMPLETE
974,974,-1.1534887600916266,-0.5248193404283275,-38055.0,2023-06-07 14:40:38.119296,2023-06-07 14:40:38.541118,0 days 00:00:00.421822,34,24,30,19,COMPLETE
895,895,-1.1532374441953541,-0.5251839634610505,-47292.0,2023-06-07 14:39:35.407526,2023-06-07 14:39:35.814709,0 days 00:00:00.407183,29,26,30,17,COMPLETE
2901,2901,-1.1531651761755772,-0.49760864566567026,-43490.0,2023-06-07 15:18:01.932358,2023-06-07 15:18:02.413488,0 days 00:00:00.481130,10,4,8,58,COMPLETE
1644,1644,-1.1531651761755772,-0.49760864566567026,-43490.0,2023-06-07 14:50:51.548455,2023-06-07 14:50:51.928052,0 days 00:00:00.379597,10,4,8,32,COMPLETE
2406,2406,-1.1510499837996386,-0.47390904736630896,-77249.0,2023-06-07 15:06:31.190431,2023-06-07 15:06:31.639334,0 days 00:00:00.448903,17,30,5,48,COMPLETE
1885,1885,-1.1507194588109155,-0.5161555875694588,-19436.0,2023-06-07 14:55:13.147205,2023-06-07 14:55:13.712526,0 days 00:00:00.565321,64,30,30,37,COMPLETE
158,158,-1.1505178401288945,-0.514089964968844,-32257.0,2023-06-07 14:32:50.001743,2023-06-07 14:32:50.331472,0 days 00:00:00.329729,41,26,24,3,COMPLETE
215,215,-1.1505178401288945,-0.514089964968844,-32257.0,2023-06-07 14:33:12.606183,2023-06-07 14:33:12.961549,0 days 00:00:00.355366,41,26,24,4,COMPLETE
2838,2838,-1.1504087555590568,-0.5256016385048643,-3906.0,2023-06-07 15:16:21.973725,2023-06-07 15:16:22.487454,0 days 00:00:00.513729,47,4,8,56,COMPLETE
1209,1209,-1.1499186957467211,-0.4669853722317561,-48948.0,2023-06-07 14:43:49.353059,2023-06-07 14:43:49.793338,0 days 00:00:00.440279,22,17,3,24,COMPLETE
1633,1633,-1.149329987604579,-0.518324607329843,-764.0,2023-06-07 14:50:40.448508,2023-06-07 14:50:40.853473,0 days 00:00:00.404965,77,3,4,32,COMPLETE
2030,2030,-1.1491431919945572,-0.4761927205457823,-84869.0,2023-06-07 14:58:14.692003,2023-06-07 14:58:15.224884,0 days 00:00:00.532881,14,30,6,40,COMPLETE
2177,2177,-1.147969640545067,-0.5230305639259578,-4646.0,2023-06-07 15:01:18.460219,2023-06-07 15:01:18.885463,0 days 00:00:00.425244,37,3,9,43,COMPLETE
3443,3443,-1.1474755217147476,-0.5134852739502384,-15313.0,2023-06-07 15:33:01.013130,2023-06-07 15:33:01.419730,0 days 00:00:00.406600,73,30,30,68,COMPLETE
3362,3362,-1.1474755217147476,-0.5134852739502384,-15313.0,2023-06-07 15:30:46.827662,2023-06-07 15:30:47.260717,0 days 00:00:00.433055,73,30,30,67,COMPLETE
2779,2779,-1.14727356531176,-0.4860765788165092,-36198.0,2023-06-07 15:14:55.923796,2023-06-07 15:14:56.349618,0 days 00:00:00.425822,40,30,8,55,COMPLETE
2018,2018,-1.1465596049718385,-0.4961195883181699,-41877.0,2023-06-07 14:57:59.406965,2023-06-07 14:57:59.808231,0 days 00:00:00.401266,35,30,13,40,COMPLETE
2249,2249,-1.1460541616607007,-0.5048076140893192,-122930.0,2023-06-07 15:03:00.521235,2023-06-07 15:03:01.018665,0 days 00:00:00.497430,4,30,25,44,COMPLETE
2070,2070,-1.1460541616607007,-0.5048076140893192,-122930.0,2023-06-07 14:59:04.466612,2023-06-07 14:59:04.885018,0 days 00:00:00.418406,4,30,25,41,COMPLETE
776,776,-1.145809376528145,-0.4945228047864038,-138392.0,2023-06-07 14:38:09.545518,2023-06-07 14:38:10.012382,0 days 00:00:00.466864,1,29,18,15,COMPLETE
792,792,-1.145809376528145,-0.4945228047864038,-138392.0,2023-06-07 14:38:19.085672,2023-06-07 14:38:19.450495,0 days 00:00:00.364823,1,29,18,15,COMPLETE
2216,2216,-1.1455277387624192,-0.5070934678272188,-122930.0,2023-06-07 15:02:11.400738,2023-06-07 15:02:12.175736,0 days 00:00:00.774998,4,30,26,44,COMPLETE
2516,2516,-1.1455277387624192,-0.5070934678272188,-122930.0,2023-06-07 15:08:51.716709,2023-06-07 15:08:52.175182,0 days 00:00:00.458473,4,30,26,50,COMPLETE
2190,2190,-1.1455277387624192,-0.5070934678272188,-122930.0,2023-06-07 15:01:36.081386,2023-06-07 15:01:36.574283,0 days 00:00:00.492897,4,30,26,43,COMPLETE
1568,1568,-1.1452939688692652,-0.520851051131701,-67023.0,2023-06-07 14:49:21.788729,2023-06-07 14:49:22.300477,0 days 00:00:00.511748,21,30,29,31,COMPLETE
2434,2434,-1.1452698631215092,-0.509477504139802,-56766.0,2023-06-07 15:07:06.565524,2023-06-07 15:07:06.950303,0 days 00:00:00.384779,26,30,22,48,COMPLETE
381,381,-1.1441644384232403,-0.5048751996567097,-41947.0,2023-06-07 14:34:22.937463,2023-06-07 14:34:23.261289,0 days 00:00:00.323826,34,28,18,7,COMPLETE
558,558,-1.144119655380921,-0.45881605422005717,-47215.0,2023-06-07 14:35:53.124110,2023-06-07 14:35:53.457166,0 days 00:00:00.333056,25,21,2,11,COMPLETE
