,number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_df_entry,params_t,params_t_exit,system_attrs_nsga2:generation,state
2567,2567,-1.3208709938577237,-0.567479674796748,-615.0,2023-06-07 15:09:59.799914,2023-06-07 15:10:00.254716,0 days 00:00:00.454802,67,2,8,51,COMPLETE
3449,3449,-1.3184834763141382,-0.5042918454935622,-1398.0,2023-06-07 15:33:12.124578,2023-06-07 15:33:12.599574,0 days 00:00:00.474996,70,4,4,68,COMPLETE
2132,2132,-1.3167195459699106,-0.47433547961036815,-121140.0,2023-06-07 15:00:20.342814,2023-06-07 15:00:20.785792,0 days 00:00:00.442978,2,6,5,42,COMPLETE
1761,1761,-1.3167195459699106,-0.47433547961036815,-121140.0,2023-06-07 14:52:51.597721,2023-06-07 14:52:52.001687,0 days 00:00:00.403966,2,6,5,35,COMPLETE
1920,1920,-1.3167195459699106,-0.47433547961036815,-121140.0,2023-06-07 14:55:54.760150,2023-06-07 14:55:55.197343,0 days 00:00:00.437193,2,6,5,38,COMPLETE
2943,2943,-1.316118449921308,-0.5181748466257668,-13040.0,2023-06-07 15:19:10.920740,2023-06-07 15:19:11.480139,0 days 00:00:00.559399,25,4,7,58,COMPLETE
3073,3073,-1.316118449921308,-0.5181748466257668,-13040.0,2023-06-07 15:22:39.775418,2023-06-07 15:22:40.180050,0 days 00:00:00.404632,25,4,7,61,COMPLETE
3067,3067,-1.3136852003746176,-0.5338904363974002,-2154.0,2023-06-07 15:22:29.992535,2023-06-07 15:22:30.473343,0 days 00:00:00.480808,50,3,8,61,COMPLETE
2093,2093,-1.3127027093013248,-0.4708932886148076,-138645.0,2023-06-07 14:59:30.986661,2023-06-07 14:59:31.407506,0 days 00:00:00.420845,1,30,5,41,COMPLETE
327,327,-1.310786928448402,-0.4603032004491858,-133575.0,2023-06-07 14:33:59.286587,2023-06-07 14:33:59.633386,0 days 00:00:00.346799,2,28,3,6,COMPLETE
1472,1472,-1.310786928448402,-0.4603032004491858,-133575.0,2023-06-07 14:47:47.288953,2023-06-07 14:47:47.765990,0 days 00:00:00.477037,2,28,3,29,COMPLETE
1089,1089,-1.310786928448402,-0.4603032004491858,-133575.0,2023-06-07 14:42:06.973302,2023-06-07 14:42:07.517756,0 days 00:00:00.544454,2,28,3,21,COMPLETE
629,629,-1.310786928448402,-0.4603032004491858,-133575.0,2023-06-07 14:36:30.701206,2023-06-07 14:36:31.077330,0 days 00:00:00.376124,2,28,3,12,COMPLETE
1475,1475,-1.309670714039795,-0.46841039364953074,-110606.0,2023-06-07 14:47:50.330574,2023-06-07 14:47:50.709147,0 days 00:00:00.378573,7,29,4,29,COMPLETE
658,658,-1.3083239100799027,-0.45482017733204927,-90339.0,2023-06-07 14:36:47.186244,2023-06-07 14:36:47.633720,0 days 00:00:00.447476,12,28,2,13,COMPLETE
210,210,-1.3079268090282963,-0.532632608164263,-4091.0,2023-06-07 14:33:10.606686,2023-06-07 14:33:10.926613,0 days 00:00:00.319927,39,3,8,4,COMPLETE
703,703,-1.3079268090282963,-0.532632608164263,-4091.0,2023-06-07 14:37:19.448148,2023-06-07 14:37:19.883610,0 days 00:00:00.435462,39,3,8,14,COMPLETE
652,652,-1.30323491777692,-0.46081546935055673,-126185.0,2023-06-07 14:36:43.182392,2023-06-07 14:36:43.581215,0 days 00:00:00.398823,3,28,3,13,COMPLETE
3209,3209,-1.3031267079966071,-0.520766406608536,-8716.0,2023-06-07 15:26:14.931716,2023-06-07 15:26:15.372813,0 days 00:00:00.441097,22,2,7,64,COMPLETE
3181,3181,-1.3031267079966071,-0.520766406608536,-8716.0,2023-06-07 15:25:27.847044,2023-06-07 15:25:28.297732,0 days 00:00:00.450688,22,2,7,63,COMPLETE
2116,2116,-1.3014270382433217,-0.5079309129362002,-2837.0,2023-06-07 15:00:00.980706,2023-06-07 15:00:01.463995,0 days 00:00:00.483289,67,6,5,42,COMPLETE
2787,2787,-1.3011858174171727,-0.5155734496449141,-35766.0,2023-06-07 15:15:08.030867,2023-06-07 15:15:08.507976,0 days 00:00:00.477109,41,30,25,55,COMPLETE
2619,2619,-1.29949742233217,-0.4732786175793973,-131711.0,2023-06-07 15:11:09.092365,2023-06-07 15:11:09.504598,0 days 00:00:00.412233,1,6,5,52,COMPLETE
1257,1257,-1.2984266427570939,-0.4854554124940391,-48231.0,2023-06-07 14:44:30.579590,2023-06-07 14:44:30.969398,0 days 00:00:00.389808,13,7,5,25,COMPLETE
1368,1368,-1.2984266427570939,-0.4854554124940391,-48231.0,2023-06-07 14:46:14.061863,2023-06-07 14:46:14.567145,0 days 00:00:00.505282,13,7,5,27,COMPLETE
2145,2145,-1.297400957989011,-0.531923890063425,-2365.0,2023-06-07 15:00:36.387513,2023-06-07 15:00:36.869660,0 days 00:00:00.482147,49,3,8,42,COMPLETE
2784,2784,-1.2971800855587399,-0.49888392857142855,-896.0,2023-06-07 15:15:03.300434,2023-06-07 15:15:03.821128,0 days 00:00:00.520694,95,5,4,55,COMPLETE
2088,2088,-1.2955332393077454,-0.48442389758179233,-14060.0,2023-06-07 14:59:25.094540,2023-06-07 14:59:25.496605,0 days 00:00:00.402065,37,8,3,41,COMPLETE
1952,1952,-1.2915485071343404,-0.47911847071715574,-106769.0,2023-06-07 14:56:35.718395,2023-06-07 14:56:36.188000,0 days 00:00:00.469605,2,2,5,39,COMPLETE
2044,2044,-1.2915485071343404,-0.47911847071715574,-106769.0,2023-06-07 14:58:31.751904,2023-06-07 14:58:32.269671,0 days 00:00:00.517767,2,2,5,40,COMPLETE
2033,2033,-1.2915485071343404,-0.47911847071715574,-106769.0,2023-06-07 14:58:18.507223,2023-06-07 14:58:18.960711,0 days 00:00:00.453488,2,2,5,40,COMPLETE
916,916,-1.2915485071343404,-0.47911847071715574,-106769.0,2023-06-07 14:39:50.875111,2023-06-07 14:39:51.331243,0 days 00:00:00.456132,2,2,5,18,COMPLETE
2026,2026,-1.2915485071343404,-0.47911847071715574,-106769.0,2023-06-07 14:58:09.550389,2023-06-07 14:58:10.169729,0 days 00:00:00.619340,2,2,5,40,COMPLETE
1102,1102,-1.2915485071343404,-0.47911847071715574,-106769.0,2023-06-07 14:42:17.919832,2023-06-07 14:42:18.354853,0 days 00:00:00.435021,2,2,5,22,COMPLETE
2547,2547,-1.2915485071343404,-0.47911847071715574,-106769.0,2023-06-07 15:09:32.874219,2023-06-07 15:09:33.284929,0 days 00:00:00.410710,2,2,5,50,COMPLETE
1343,1343,-1.2908864391217063,-0.5136042766088684,-14591.0,2023-06-07 14:45:52.344213,2023-06-07 14:45:52.724380,0 days 00:00:00.380167,24,4,7,26,COMPLETE
1466,1466,-1.2895881232363509,-0.5329153605015674,-957.0,2023-06-07 14:47:41.858909,2023-06-07 14:47:42.246596,0 days 00:00:00.387687,56,2,5,29,COMPLETE
1305,1305,-1.2894062149729923,-0.5220454168738604,-36198.0,2023-06-07 14:45:16.031108,2023-06-07 14:45:16.490070,0 days 00:00:00.458962,40,30,29,26,COMPLETE
1638,1638,-1.2894062149729923,-0.5220454168738604,-36198.0,2023-06-07 14:50:45.318410,2023-06-07 14:50:45.720035,0 days 00:00:00.401625,40,30,29,32,COMPLETE
1479,1479,-1.2881796951620674,-0.47171827848828857,-111344.0,2023-06-07 14:47:54.078733,2023-06-07 14:47:54.489073,0 days 00:00:00.410340,7,30,5,29,COMPLETE
3137,3137,-1.2881796951620674,-0.47171827848828857,-111344.0,2023-06-07 15:24:18.912145,2023-06-07 15:24:19.399899,0 days 00:00:00.487754,7,30,5,62,COMPLETE
3414,3414,-1.2880214401231878,-0.5390898483080513,-857.0,2023-06-07 15:32:12.153085,2023-06-07 15:32:12.580467,0 days 00:00:00.427382,58,2,5,68,COMPLETE
1062,1062,-1.286780324227146,-0.5252588047679542,-36997.0,2023-06-07 14:41:46.020145,2023-06-07 14:41:46.398937,0 days 00:00:00.378792,38,28,30,21,COMPLETE
431,431,-1.2867009953527648,-0.5211295756952773,-35022.0,2023-06-07 14:34:46.554783,2023-06-07 14:34:46.901172,0 days 00:00:00.346389,41,29,27,8,COMPLETE
3085,3085,-1.2835183214733632,-0.5244215938303342,-778.0,2023-06-07 15:23:01.222557,2023-06-07 15:23:01.642262,0 days 00:00:00.419705,76,3,5,61,COMPLETE
3462,3462,-1.282857510999207,-0.5234775354546538,-33564.0,2023-06-07 15:33:37.689982,2023-06-07 15:33:38.088982,0 days 00:00:00.399000,43,30,30,69,COMPLETE
2229,2229,-1.282158178702548,-0.5202827451600992,-37914.0,2023-06-07 15:02:32.182888,2023-06-07 15:02:32.606196,0 days 00:00:00.423308,39,30,26,44,COMPLETE
449,449,-1.2808352671157148,-0.5247192312145421,-34548.0,2023-06-07 14:34:55.106114,2023-06-07 14:34:55.444933,0 days 00:00:00.338819,40,28,30,8,COMPLETE
2974,2974,-1.2775619656040191,-0.5256640703015778,-40056.0,2023-06-07 15:19:59.020261,2023-06-07 15:19:59.458137,0 days 00:00:00.437876,35,28,30,59,COMPLETE
3112,3112,-1.2775619656040191,-0.5256640703015778,-40056.0,2023-06-07 15:23:41.647145,2023-06-07 15:23:42.057215,0 days 00:00:00.410070,35,28,30,62,COMPLETE
1489,1489,-1.2769896736334612,-0.4611068872401227,-38143.0,2023-06-07 14:48:04.314994,2023-06-07 14:48:04.749933,0 days 00:00:00.434939,20,10,2,29,COMPLETE
809,809,-1.2763949419047185,-0.5250519947059936,-37023.0,2023-06-07 14:38:29.982609,2023-06-07 14:38:30.394256,0 days 00:00:00.411647,39,29,30,16,COMPLETE
997,997,-1.2763949419047185,-0.5250519947059936,-37023.0,2023-06-07 14:40:55.756771,2023-06-07 14:40:56.139262,0 days 00:00:00.382491,39,29,30,19,COMPLETE
979,979,-1.2763949419047185,-0.5250519947059936,-37023.0,2023-06-07 14:40:42.020414,2023-06-07 14:40:42.437903,0 days 00:00:00.417489,39,29,30,19,COMPLETE
162,162,-1.2756031288444967,-0.46144864436968136,-101060.0,2023-06-07 14:32:51.521802,2023-06-07 14:32:51.861696,0 days 00:00:00.339894,8,25,3,3,COMPLETE
571,571,-1.273978144969318,-0.5253587758014642,-37837.0,2023-06-07 14:35:59.963297,2023-06-07 14:36:00.305897,0 days 00:00:00.342600,38,29,30,11,COMPLETE
2664,2664,-1.2739046814710926,-0.5237858445217968,-36198.0,2023-06-07 15:12:08.964664,2023-06-07 15:12:09.355559,0 days 00:00:00.390895,40,30,30,53,COMPLETE
2831,2831,-1.268250998646691,-0.535857908847185,-2984.0,2023-06-07 15:16:11.748762,2023-06-07 15:16:12.187176,0 days 00:00:00.438414,35,2,8,56,COMPLETE
2700,2700,-1.268250998646691,-0.535857908847185,-2984.0,2023-06-07 15:12:58.734026,2023-06-07 15:12:59.272406,0 days 00:00:00.538380,35,2,8,54,COMPLETE
2754,2754,-1.268250998646691,-0.535857908847185,-2984.0,2023-06-07 15:14:18.304151,2023-06-07 15:14:18.755903,0 days 00:00:00.451752,35,2,8,55,COMPLETE
1537,1537,-1.2681816042890242,-0.4652600426644233,-133132.0,2023-06-07 14:48:50.813747,2023-06-07 14:48:51.238637,0 days 00:00:00.424890,2,26,4,30,COMPLETE
1339,1339,-1.2654744474159894,-0.455913032549956,-79570.0,2023-06-07 14:45:48.835299,2023-06-07 14:45:49.229305,0 days 00:00:00.394006,16,30,2,26,COMPLETE
1354,1354,-1.2628684995155524,-0.495792736935341,-4516.0,2023-06-07 14:46:01.819110,2023-06-07 14:46:02.200364,0 days 00:00:00.381254,69,9,5,27,COMPLETE
89,89,-1.261685896851917,-0.5134772428759066,-35022.0,2023-06-07 14:32:22.600263,2023-06-07 14:32:22.961848,0 days 00:00:00.361585,41,29,23,1,COMPLETE
434,434,-1.2616082744475274,-0.5245696606655037,-30383.0,2023-06-07 14:34:48.051450,2023-06-07 14:34:48.381448,0 days 00:00:00.329998,44,27,30,8,COMPLETE
111,111,-1.2616082744475274,-0.5245696606655037,-30383.0,2023-06-07 14:32:31.705907,2023-06-07 14:32:32.042956,0 days 00:00:00.337049,44,27,30,2,COMPLETE
377,377,-1.2616082744475274,-0.5245696606655037,-30383.0,2023-06-07 14:34:21.218246,2023-06-07 14:34:21.536452,0 days 00:00:00.318206,44,27,30,7,COMPLETE
949,949,-1.2615014994167815,-0.524265442844332,-37914.0,2023-06-07 14:40:18.240262,2023-06-07 14:40:18.645370,0 days 00:00:00.405108,39,30,30,18,COMPLETE
1108,1108,-1.2615007967545213,-0.4992158912702561,-3826.0,2023-06-07 14:42:22.669745,2023-06-07 14:42:23.056314,0 days 00:00:00.386569,59,6,3,22,COMPLETE
573,573,-1.2606036160959861,-0.5256156578539586,-41947.0,2023-06-07 14:36:00.950947,2023-06-07 14:36:01.281238,0 days 00:00:00.330291,34,28,30,11,COMPLETE
790,790,-1.2606036160959861,-0.5256156578539586,-41947.0,2023-06-07 14:38:17.820849,2023-06-07 14:38:18.168042,0 days 00:00:00.347193,34,28,30,15,COMPLETE
599,599,-1.2594675144095242,-0.499514590828622,-35022.0,2023-06-07 14:36:14.670768,2023-06-07 14:36:15.010771,0 days 00:00:00.340003,41,29,15,11,COMPLETE
953,953,-1.258722679512232,-0.5251181082886047,-40429.0,2023-06-07 14:40:21.356118,2023-06-07 14:40:21.769784,0 days 00:00:00.413666,37,30,30,19,COMPLETE
2333,2333,-1.2570739609826362,-0.4726128902454584,-101891.0,2023-06-07 15:04:59.395724,2023-06-07 15:04:59.808469,0 days 00:00:00.412745,9,30,5,46,COMPLETE
1169,1169,-1.2567491023536903,-0.4587937044470265,-47335.0,2023-06-07 14:43:10.489792,2023-06-07 14:43:10.859619,0 days 00:00:00.369827,24,19,2,23,COMPLETE
2059,2059,-1.256542652977954,-0.521889400921659,-6076.0,2023-06-07 14:58:50.141603,2023-06-07 14:58:50.677976,0 days 00:00:00.536373,43,5,7,41,COMPLETE
1984,1984,-1.256330735339992,-0.5061391541609823,-1466.0,2023-06-07 14:57:17.112083,2023-06-07 14:57:17.496137,0 days 00:00:00.384054,87,6,5,39,COMPLETE
1323,1323,-1.2523217355434975,-0.5246734397677794,-1378.0,2023-06-07 14:45:32.894408,2023-06-07 14:45:33.264034,0 days 00:00:00.369626,60,3,7,26,COMPLETE
1134,1134,-1.2521174170447416,-0.5095996732026143,-4896.0,2023-06-07 14:42:43.039895,2023-06-07 14:42:43.389685,0 days 00:00:00.349790,53,6,4,22,COMPLETE
3329,3329,-1.2508879918843478,-0.5355892648774796,-857.0,2023-06-07 15:29:43.682862,2023-06-07 15:29:44.193115,0 days 00:00:00.510253,58,2,4,66,COMPLETE
237,237,-1.2505431240944664,-0.5192936559843034,-1529.0,2023-06-07 14:33:21.381587,2023-06-07 14:33:21.701850,0 days 00:00:00.320263,68,4,6,4,COMPLETE
3242,3242,-1.2499693508947185,-0.5180920113443859,-52537.0,2023-06-07 15:27:14.055796,2023-06-07 15:27:14.581445,0 days 00:00:00.525649,28,30,26,64,COMPLETE
3418,3418,-1.2499693508947185,-0.5180920113443859,-52537.0,2023-06-07 15:32:18.371058,2023-06-07 15:32:18.789562,0 days 00:00:00.418504,28,30,26,68,COMPLETE
3310,3310,-1.2499693508947185,-0.5180920113443859,-52537.0,2023-06-07 15:29:09.416398,2023-06-07 15:29:09.801288,0 days 00:00:00.384890,28,30,26,66,COMPLETE
1733,1733,-1.2496621831896277,-0.5252286457960217,-41877.0,2023-06-07 14:52:21.848095,2023-06-07 14:52:22.292961,0 days 00:00:00.444866,35,30,30,34,COMPLETE
2175,2175,-1.2496621831896277,-0.5252286457960217,-41877.0,2023-06-07 15:01:16.035391,2023-06-07 15:01:16.533116,0 days 00:00:00.497725,35,30,30,43,COMPLETE
2716,2716,-1.2496621831896277,-0.5252286457960217,-41877.0,2023-06-07 15:13:22.988987,2023-06-07 15:13:23.458159,0 days 00:00:00.469172,35,30,30,54,COMPLETE
2192,2192,-1.2496621831896277,-0.5252286457960217,-41877.0,2023-06-07 15:01:38.806120,2023-06-07 15:01:39.216462,0 days 00:00:00.410342,35,30,30,43,COMPLETE
2194,2194,-1.2496621831896277,-0.5252286457960217,-41877.0,2023-06-07 15:01:41.165103,2023-06-07 15:01:41.586433,0 days 00:00:00.421330,35,30,30,43,COMPLETE
2064,2064,-1.246344747677142,-0.5316565481352992,-1153.0,2023-06-07 14:58:56.736757,2023-06-07 14:58:57.178286,0 days 00:00:00.441529,52,2,4,41,COMPLETE
724,724,-1.2462301026781522,-0.5237759336099586,-48200.0,2023-06-07 14:37:33.010625,2023-06-07 14:37:33.400541,0 days 00:00:00.389916,31,30,30,14,COMPLETE
2545,2545,-1.2460137410032013,-0.461879359868691,-109665.0,2023-06-07 15:09:30.254727,2023-06-07 15:09:30.711625,0 days 00:00:00.456898,7,28,3,50,COMPLETE
684,684,-1.2456759897305871,-0.4901389006282929,-70986.0,2023-06-07 14:37:05.271188,2023-06-07 14:37:05.640706,0 days 00:00:00.369518,6,4,7,13,COMPLETE
3236,3236,-1.2456759897305871,-0.4901389006282929,-70986.0,2023-06-07 15:27:03.055343,2023-06-07 15:27:03.471619,0 days 00:00:00.416276,6,4,7,64,COMPLETE
1530,1530,-1.244046674774579,-0.5020443118404332,-36198.0,2023-06-07 14:48:44.464127,2023-06-07 14:48:44.841899,0 days 00:00:00.377772,40,30,17,30,COMPLETE
3345,3345,-1.2439262606565549,-0.46270010731394307,-90389.0,2023-06-07 15:30:15.251032,2023-06-07 15:30:15.786757,0 days 00:00:00.535725,11,25,3,66,COMPLETE
2247,2247,-1.243665510311734,-0.5150846070388488,-52537.0,2023-06-07 15:02:57.848347,2023-06-07 15:02:58.359781,0 days 00:00:00.511434,28,30,25,44,COMPLETE
263,263,-1.2434782256188688,-0.5196149142337483,-31889.0,2023-06-07 14:33:32.101512,2023-06-07 14:33:32.421686,0 days 00:00:00.320174,43,28,27,5,COMPLETE
218,218,-1.2422222464007668,-0.4341148832281542,-108545.0,2023-06-07 14:33:13.798615,2023-06-07 14:33:14.141386,0 days 00:00:00.342771,5,19,1,4,COMPLETE
2572,2572,-1.2414575618999804,-0.5257068062827225,-38200.0,2023-06-07 15:10:06.789955,2023-06-07 15:10:07.155094,0 days 00:00:00.365139,35,26,30,51,COMPLETE
2730,2730,-1.2409762874344312,-0.4663073179861501,-133575.0,2023-06-07 15:13:43.369027,2023-06-07 15:13:43.875046,0 days 00:00:00.506019,2,28,4,54,COMPLETE
3321,3321,-1.2388160474114271,-0.45631438382296835,-73388.0,2023-06-07 15:29:29.125846,2023-06-07 15:29:29.561319,0 days 00:00:00.435473,18,30,2,66,COMPLETE
1093,1093,-1.2384389280873416,-0.5258039255311087,-39587.0,2023-06-07 14:42:10.359488,2023-06-07 14:42:10.779962,0 days 00:00:00.420474,37,29,30,21,COMPLETE
497,497,-1.2384389280873416,-0.5258039255311087,-39587.0,2023-06-07 14:35:21.061678,2023-06-07 14:35:21.399899,0 days 00:00:00.338221,37,29,30,9,COMPLETE
443,443,-1.2384389280873416,-0.5258039255311087,-39587.0,2023-06-07 14:34:52.217247,2023-06-07 14:34:52.551339,0 days 00:00:00.334092,37,29,30,8,COMPLETE
1103,1103,-1.2384389280873416,-0.5258039255311087,-39587.0,2023-06-07 14:42:18.722053,2023-06-07 14:42:19.121501,0 days 00:00:00.399448,37,29,30,22,COMPLETE
845,845,-1.2378578348838887,-0.5159195643066611,-4774.0,2023-06-07 14:38:56.110176,2023-06-07 14:38:56.554663,0 days 00:00:00.444487,54,6,5,16,COMPLETE
1904,1904,-1.237370457537754,-0.47212662282345724,-58694.0,2023-06-07 14:55:35.347340,2023-06-07 14:55:35.847469,0 days 00:00:00.500129,22,24,4,38,COMPLETE
2706,2706,-1.235807756451542,-0.4655608749617164,-62037.0,2023-06-07 15:13:07.554166,2023-06-07 15:13:07.970517,0 days 00:00:00.416351,22,27,3,54,COMPLETE
542,542,-1.2352232858182564,-0.4651081085037549,-68311.0,2023-06-07 14:35:44.518631,2023-06-07 14:35:44.877631,0 days 00:00:00.359000,17,22,3,10,COMPLETE
1874,1874,-1.2352232858182564,-0.4651081085037549,-68311.0,2023-06-07 14:55:01.227715,2023-06-07 14:55:01.645914,0 days 00:00:00.418199,17,22,3,37,COMPLETE
3224,3224,-1.2352031356121909,-0.5214749780509219,-28475.0,2023-06-07 15:26:42.936520,2023-06-07 15:26:43.351994,0 days 00:00:00.415474,48,29,30,64,COMPLETE
3485,3485,-1.234884625142009,-0.4646273738171368,-77249.0,2023-06-07 15:34:19.967726,2023-06-07 15:34:20.825724,0 days 00:00:00.857998,17,30,3,69,COMPLETE
2085,2085,-1.234884625142009,-0.4646273738171368,-77249.0,2023-06-07 14:59:21.737887,2023-06-07 14:59:22.122690,0 days 00:00:00.384803,17,30,3,41,COMPLETE
2243,2243,-1.234884625142009,-0.4646273738171368,-77249.0,2023-06-07 15:02:52.285892,2023-06-07 15:02:52.711289,0 days 00:00:00.425397,17,30,3,44,COMPLETE
1999,1999,-1.234884625142009,-0.4646273738171368,-77249.0,2023-06-07 14:57:35.368527,2023-06-07 14:57:35.802823,0 days 00:00:00.434296,17,30,3,39,COMPLETE
1902,1902,-1.2345830725518996,-0.46687846296401353,-52881.0,2023-06-07 14:55:32.972626,2023-06-07 14:55:33.498802,0 days 00:00:00.526176,23,22,3,38,COMPLETE
2317,2317,-1.2338133844529804,-0.5236007539129722,-48812.0,2023-06-07 15:04:37.250000,2023-06-07 15:04:37.721484,0 days 00:00:00.471484,30,30,30,46,COMPLETE
3038,3038,-1.2338133844529804,-0.5236007539129722,-48812.0,2023-06-07 15:21:42.288202,2023-06-07 15:21:42.837992,0 days 00:00:00.549790,30,30,30,60,COMPLETE
3247,3247,-1.2334204071847543,-0.45894912778660324,-132823.0,2023-06-07 15:27:22.835846,2023-06-07 15:27:23.301809,0 days 00:00:00.465963,2,25,3,64,COMPLETE
3133,3133,-1.2331278946976385,-0.5212897576945772,-52537.0,2023-06-07 15:24:12.917196,2023-06-07 15:24:13.323587,0 days 00:00:00.406391,28,30,28,62,COMPLETE
904,904,-1.232748178629709,-0.4636857553237994,-80065.0,2023-06-07 14:39:42.255288,2023-06-07 14:39:42.656621,0 days 00:00:00.401333,13,23,3,18,COMPLETE
2279,2279,-1.2317787347186013,-0.5243352304090451,-52537.0,2023-06-07 15:03:43.661523,2023-06-07 15:03:44.261574,0 days 00:00:00.600051,28,30,30,45,COMPLETE
2761,2761,-1.2317787347186013,-0.5243352304090451,-52537.0,2023-06-07 15:14:29.483684,2023-06-07 15:14:29.853323,0 days 00:00:00.369639,28,30,30,55,COMPLETE
3046,3046,-1.2314356571807472,-0.5134115861822726,-44812.0,2023-06-07 15:21:54.572811,2023-06-07 15:21:55.072941,0 days 00:00:00.500130,33,30,24,60,COMPLETE
694,694,-1.2307661501232268,-0.5214434465703501,-30732.0,2023-06-07 14:37:11.821564,2023-06-07 14:37:12.329656,0 days 00:00:00.508092,45,29,30,13,COMPLETE
1505,1505,-1.2289883521093357,-0.5213568264060333,-29569.0,2023-06-07 14:48:20.649541,2023-06-07 14:48:21.011542,0 days 00:00:00.362001,46,28,30,30,COMPLETE
2616,2616,-1.2274388002723966,-0.5213905458277212,-31182.0,2023-06-07 15:11:05.107083,2023-06-07 15:11:05.504675,0 days 00:00:00.397592,46,30,30,52,COMPLETE
1826,1826,-1.2274388002723966,-0.5213905458277212,-31182.0,2023-06-07 14:54:04.363834,2023-06-07 14:54:04.825472,0 days 00:00:00.461638,46,30,30,36,COMPLETE
338,338,-1.225542700865814,-0.4650457565669771,-74197.0,2023-06-07 14:34:03.981670,2023-06-07 14:34:04.315002,0 days 00:00:00.333332,17,27,3,6,COMPLETE
1056,1056,-1.225159585086992,-0.4806597778637343,-72388.0,2023-06-07 14:41:41.440578,2023-06-07 14:41:41.829949,0 days 00:00:00.389371,4,2,4,21,COMPLETE
2308,2308,-1.225159585086992,-0.4806597778637343,-72388.0,2023-06-07 15:04:24.205751,2023-06-07 15:04:24.640738,0 days 00:00:00.434987,4,2,4,46,COMPLETE
1365,1365,-1.2244830103121271,-0.5586854460093896,-639.0,2023-06-07 14:46:11.229420,2023-06-07 14:46:11.632674,0 days 00:00:00.403254,65,2,8,27,COMPLETE
1163,1163,-1.2244830103121271,-0.5586854460093896,-639.0,2023-06-07 14:43:05.739150,2023-06-07 14:43:06.101244,0 days 00:00:00.362094,65,2,8,23,COMPLETE
797,797,-1.2235614083066744,-0.5244294020654343,-11523.0,2023-06-07 14:38:22.090581,2023-06-07 14:38:22.423406,0 days 00:00:00.332825,23,3,8,15,COMPLETE
1967,1967,-1.223427635890751,-0.46429280150816093,-80628.0,2023-06-07 14:56:55.387409,2023-06-07 14:56:56.002007,0 days 00:00:00.614598,15,30,3,39,COMPLETE
456,456,-1.2229719703446338,-0.5184172849147468,-30732.0,2023-06-07 14:34:58.867534,2023-06-07 14:34:59.277461,0 days 00:00:00.409927,45,29,27,9,COMPLETE
1215,1215,-1.2227843788873893,-0.5205188254368582,-27755.0,2023-06-07 14:43:54.470496,2023-06-07 14:43:54.831779,0 days 00:00:00.361283,48,28,30,24,COMPLETE
2225,2225,-1.2221000864003975,-0.47679618323697087,-123665.0,2023-06-07 15:02:24.864071,2023-06-07 15:02:25.585068,0 days 00:00:00.720997,1,2,5,44,COMPLETE
2747,2747,-1.2221000864003975,-0.47679618323697087,-123665.0,2023-06-07 15:14:07.844855,2023-06-07 15:14:08.290464,0 days 00:00:00.445609,1,2,5,54,COMPLETE
966,966,-1.2221000864003975,-0.47679618323697087,-123665.0,2023-06-07 14:40:31.800906,2023-06-07 14:40:32.275003,0 days 00:00:00.474097,1,2,5,19,COMPLETE
1217,1217,-1.2221000864003975,-0.47679618323697087,-123665.0,2023-06-07 14:43:56.000697,2023-06-07 14:43:56.453081,0 days 00:00:00.452384,1,2,5,24,COMPLETE
304,304,-1.22135755634698,-0.5200748169886162,-31009.0,2023-06-07 14:33:49.291581,2023-06-07 14:33:49.654631,0 days 00:00:00.363050,43,27,27,6,COMPLETE
2764,2764,-1.2203462984141757,-0.4580742884271924,-132699.0,2023-06-07 15:14:33.919017,2023-06-07 15:14:34.364068,0 days 00:00:00.445051,2,24,3,55,COMPLETE
1754,1754,-1.218743058822578,-0.49563191613278973,-1717.0,2023-06-07 14:52:44.432068,2023-06-07 14:52:44.803541,0 days 00:00:00.371473,81,6,4,35,COMPLETE
579,579,-1.2168661300157138,-0.5250620347394541,-34255.0,2023-06-07 14:36:04.041235,2023-06-07 14:36:04.376107,0 days 00:00:00.334872,39,26,30,11,COMPLETE
602,602,-1.2168661300157138,-0.5250620347394541,-34255.0,2023-06-07 14:36:16.236073,2023-06-07 14:36:16.561021,0 days 00:00:00.324948,39,26,30,12,COMPLETE
2234,2234,-1.2162728382771837,-0.5032264444829035,-40447.0,2023-06-07 15:02:39.701849,2023-06-07 15:02:40.130073,0 days 00:00:00.428224,36,29,17,44,COMPLETE
3434,3434,-1.214977544992899,-0.4729022924549299,-35944.0,2023-06-07 15:32:45.299411,2023-06-07 15:32:45.830512,0 days 00:00:00.531101,22,10,3,68,COMPLETE
2852,2852,-1.214338493518409,-0.47606305342025884,-20554.0,2023-06-07 15:16:43.429698,2023-06-07 15:16:43.830881,0 days 00:00:00.401183,62,30,5,57,COMPLETE
773,773,-1.213279052478592,-0.5206893859546395,-51234.0,2023-06-07 14:38:07.343327,2023-06-07 14:38:07.896998,0 days 00:00:00.553671,29,30,28,15,COMPLETE
944,944,-1.213279052478592,-0.5206893859546395,-51234.0,2023-06-07 14:40:14.070042,2023-06-07 14:40:14.506219,0 days 00:00:00.436177,29,30,28,18,COMPLETE
1828,1828,-1.2125111517572666,-0.5221727758910099,-51234.0,2023-06-07 14:54:06.593488,2023-06-07 14:54:07.059520,0 days 00:00:00.466032,29,30,29,36,COMPLETE
